username,isaPerson,userLocation,jobArea,screenName
@Ilham_Habibie,person,jabodetabek,sains dan teknologi,Ilham_Habibie
@warstek_com,nonperson,jabodetabek,sains dan teknologi,warstek_com
@ismailfahmi,person,jabodetabek,sains dan teknologi,ismailfahmi
@kokbisachannel,nonperson,jabodetabek,pendidikan dan penelitian,kokbisachannel
@bank_indonesia,nonperson,jabodetabek,ekonomi dan bisnis,bank_indonesia
@IDX_BEI,nonperson,jabodetabek,ekonomi dan bisnis,IDX_BEI
@ojkindonesia,nonperson,jabodetabek,ekonomi dan bisnis,ojkindonesia
@BankDunia,nonperson,jabodetabek,ekonomi dan bisnis,BankDunia
@AustradeJakarta,nonperson,jabodetabek,ekonomi dan bisnis,AustradeJakarta
@KemenBUMN,nonperson,jabodetabek,ekonomi dan bisnis,KemenBUMN
@chairultanjung,person,jabodetabek,ekonomi dan bisnis,chairultanjung
@Mandiri_OLT,nonperson,jabodetabek,ekonomi dan bisnis,Mandiri_OLT
@UnileverIDN,nonperson,jabodetabek,ekonomi dan bisnis,UnileverIDN
@TelkomIndonesia,nonperson,jabodetabek,ekonomi dan bisnis,TelkomIndonesia
@ToyotaID,nonperson,jabodetabek,ekonomi dan bisnis,ToyotaID
@Telkomsel,nonperson,jabodetabek,ekonomi dan bisnis,Telkomsel
@madeandi,person,jawa tengah dan yogyakarta,pendidikan dan penelitian,madeandi
@hendrarprihadi,person,jawa tengah dan yogyakarta,sosial kemasyarakatan,hendrarprihadi
@humasjateng,nonperson,jawa tengah dan yogyakarta,sosial kemasyarakatan,humasjateng
@e100ss,nonperson,jawa timur,media,e100ss
@Gamal_Albinsaid,person,jawa timur,sosial kemasyarakatan,Gamal_Albinsaid
@Moektito,person,jawa timur,hiburan,Moektito
@pemkabsidoarjo2,nonperson,jawa timur,sosial kemasyarakatan,pemkabsidoarjo2
@GusIpul_ID,person,jawa timur,sosial kemasyarakatan,GusIpul_ID
@rabaddruttamam,person,jawa timur,sosial kemasyarakatan,rabaddruttamam
@dinsos_jatim,nonperson,jawa timur,sosial kemasyarakatan,dinsos_jatim
@USConGenSby,nonperson,jawa timur,sosial kemasyarakatan,USConGenSby
@infosurabaya,nonperson,jawa timur,media,infosurabaya
@its_campus,nonperson,jawa timur,pendidikan dan penelitian,its_campus
@Unair_Official,nonperson,jawa timur,pendidikan dan penelitian,Unair_Official
@DediMulyadi71,person,jawa barat dan banten,sosial kemasyarakatan,DediMulyadi71
@aheryawan,person,jawa barat dan banten,sosial kemasyarakatan,aheryawan
@Deddy_Mizwar_,person,jawa barat dan banten,sosial kemasyarakatan,Deddy_Mizwar_
@dedeyusuf_1,person,jawa barat dan banten,sosial kemasyarakatan,dedeyusuf_1
@pikiran_rakyat,nonperson,jawa barat dan banten,media,pikiran_rakyat
@Tribun_Jabar,nonperson,jawa barat dan banten,media,Tribun_Jabar
@diskominfojabar,nonperson,jawa barat dan banten,sosial kemasyarakatan,diskominfojabar
@dishub_jabar,nonperson,jawa barat dan banten,sosial kemasyarakatan,dishub_jabar
@aagym,person,jawa barat dan banten,sosial kemasyarakatan,aagym
@uu_ruzhanul,person,jawa barat dan banten,sosial kemasyarakatan,uu_ruzhanul
@pikobar_jabar,nonperson,jawa barat dan banten,sosial kemasyarakatan,pikobar_jabar
@kopinusantara_,nonperson,jabodetabek,hobi,kopinusantara_
@SepedaSehatUIN,nonperson,jabodetabek,hobi,SepedaSehatUIN
@StandUpPTK,nonperson,kalimantan,hobi,StandUpPTK
@tuitKJS,nonperson,jabodetabek,hobi,tuitKJS
@kosti_pusat,nonperson,jabodetabek,hobi,kosti_pusat
@KPSGI_Bogor,nonperson,jabodetabek,hobi,KPSGI_Bogor
@klubsugarglider,nonperson,jabodetabek,hobi,klubsugarglider
@GundamC_ID,nonperson,jabodetabek,hobi,GundamC_ID
@komunitasakik,nonperson,jabodetabek,hobi,komunitasakik
@jakartadoglover,nonperson,jabodetabek,hobi,jakartadoglover
@Filatelisindo,nonperson,jabodetabek,hobi,Filatelisindo
@ikanatassa,person,jabodetabek,seni,ikanatassa
@aMrazing,person,jabodetabek,seni,aMrazing
@Andreahirata,person,jabodetabek,seni,Andreahirata
@AbenkAlter,person,jabodetabek,seni,AbenkAlter
@MuseumMACAN,nonperson,jabodetabek,seni,MuseumMACAN
@galerinasional_,nonperson,jabodetabek,seni,galerinasional_
@MuseumNasional,nonperson,jabodetabek,hospitality & tourism,MuseumNasional
@BilanganFu,person,jabodetabek,seni,BilanganFu
@teaterutankayu,nonperson,jabodetabek,seni,teaterutankayu
@HaidarMusyafa,person,jawa tengah dan yogyakarta,seni,HaidarMusyafa
@indieguerillas,person,jawa tengah dan yogyakarta,seni,indieguerillas
@jokoanwar,person,jabodetabek,seni,jokoanwar
@asmanadia,person,jabodetabek,seni,asmanadia
@h_elshirazy,person,jabodetabek,seni,h_elshirazy
@BadanBahasa,nonperson,jabodetabek,pendidikan dan penelitian,BadanBahasa
@fstua,nonperson,jawa timur,pendidikan dan penelitian,fstua
@fpub_official,nonperson,jawa timur,pendidikan dan penelitian,fpub_official
@ukm_official,nonperson,jawa barat dan banten,pendidikan dan penelitian,ukm_official
@unu_indonesia,nonperson,jabodetabek,pendidikan dan penelitian,unu_indonesia
@UntarJakarta,nonperson,jabodetabek,pendidikan dan penelitian,UntarJakarta
@uajy,nonperson,jawa tengah dan yogyakarta,pendidikan dan penelitian,uajy
@unisa_yogya,nonperson,jawa tengah dan yogyakarta,pendidikan dan penelitian,unisa_yogya
@klik_uad,nonperson,jawa tengah dan yogyakarta,pendidikan dan penelitian,klik_uad
@officialusu_,nonperson,sumatera,pendidikan dan penelitian,officialusu_
@UM_1954,nonperson,jawa timur,pendidikan dan penelitian,UM_1954
@UntagSurabaya,nonperson,jawa timur,pendidikan dan penelitian,UntagSurabaya
@HumasUnp,nonperson,sumatera,pendidikan dan penelitian,HumasUnp
@poltekbangsby,nonperson,jawa timur,pendidikan dan penelitian,poltekbangsby
@UinWSofficial,nonperson,jawa tengah dan yogyakarta,pendidikan dan penelitian,UinWSofficial
@dokterparu,person,jabodetabek,kesehatan,dokterparu
@jcowacko,person,jabodetabek,kesehatan,jcowacko
@dr_ardi,person,jawa tengah dan yogyakarta,kesehatan,dr_ardi
@dr_piprim,person,jabodetabek,kesehatan,dr_piprim
@ertapriadi,person,jawa barat dan banten,kesehatan,ertapriadi
@DrSLSimonSpKK,person,jabodetabek,kesehatan,DrSLSimonSpKK
@__Sridiana_3va,person,jabodetabek,kesehatan,__Sridiana_3va
@dokterlaktASI,person,jabodetabek,kesehatan,dokterlaktASI
@fransiscahandy,person,jabodetabek,kesehatan,fransiscahandy
@darrellfernando,person,jabodetabek,kesehatan,darrellfernando
@adilkijil,person,jabodetabek,kesehatan,adilkijil
@marutok,person,jabodetabek,kesehatan,marutok
@sophia_hage,person,jabodetabek,kesehatan,sophia_hage
@wita_desandri,person,jabodetabek,kesehatan,wita_desandri
@GundiDr,person,jabodetabek,kesehatan,GundiDr
@RobbyNovianto86,person,jabodetabek,kesehatan,RobbyNovianto86
@bptdjabar,nonperson,jawa barat dan banten,sosial kemasyarakatan,bptdjabar
@pksjabar,nonperson,jawa barat dan banten,sosial kemasyarakatan,pksjabar
@bappedajabar,nonperson,jawa barat dan banten,sosial kemasyarakatan,bappedajabar
@kpubandungbarat,nonperson,jawa barat dan banten,sosial kemasyarakatan,kpubandungbarat
@kpukotasukabumi,nonperson,jawa barat dan banten,sosial kemasyarakatan,kpukotasukabumi
@kpukotablitar,nonperson,jawa timur,sosial kemasyarakatan,kpukotablitar
@kpu_pacitan,nonperson,jawa timur,sosial kemasyarakatan,kpu_pacitan
@GosyenTerang,nonperson,jabodetabek,sosial kemasyarakatan,GosyenTerang
@kpp_pa,nonperson,jabodetabek,sosial kemasyarakatan,kpp_pa
@kanwilbpnjabar,nonperson,jawa barat dan banten,sosial kemasyarakatan,kanwilbpnjabar
@PerkebunanJabar,nonperson,jawa barat dan banten,sosial kemasyarakatan,PerkebunanJabar
@salinkoordinasi,nonperson,jawa barat dan banten,sosial kemasyarakatan,salinkoordinasi
@kpu_sulsel,nonperson,sulawesi,sosial kemasyarakatan,kpu_sulsel
@KPUKuningan,nonperson,jawa barat dan banten,sosial kemasyarakatan,KPUKuningan
@kpumakota,nonperson,jawa timur,sosial kemasyarakatan,kpumakota
@KontanNews,nonperson,jabodetabek,media,KontanNews
@antaranews,nonperson,jabodetabek,media,antaranews
@Bisniscom,nonperson,jabodetabek,media,Bisniscom
@detiksport,nonperson,jabodetabek,media,detiksport
@BeritaJakarta,nonperson,jabodetabek,media,BeritaJakarta
@Antara_LKBN,nonperson,jabodetabek,media,Antara_LKBN
@radar_karawang,nonperson,jawa barat dan banten,media,radar_karawang
@MNCkoranSINDO,nonperson,jabodetabek,media,MNCkoranSINDO
@medcom_id,nonperson,jabodetabek,media,medcom_id
@KompasTravel,nonperson,jabodetabek,media,KompasTravel
@otomotifweekly,nonperson,jabodetabek,media,otomotifweekly
@_SATUMEJA,nonperson,jabodetabek,media,_SATUMEJA
@tribuntimur,nonperson,jabodetabek,media,tribuntimur
@MasakTV,nonperson,jabodetabek,media,MasakTV
@susicekombak,nonperson,jabodetabek,media,susicekombak
@halo_bandung,nonperson,jawa barat dan banten,sosial kemasyarakatan,halo_bandung
@DisdukcapilBdg,nonperson,jawa barat dan banten,sosial kemasyarakatan,DisdukcapilBdg
@OdedMD,person,jawa barat dan banten,sosial kemasyarakatan,OdedMD
@PRFMnews,nonperson,jawa barat dan banten,media,PRFMnews
@MQTV60,nonperson,jawa barat dan banten,media,MQTV60
@syaikhu_ahmad,person,jawa barat dan banten,sosial kemasyarakatan,syaikhu_ahmad
@siti_odedMD,person,jawa barat dan banten,sosial kemasyarakatan,siti_odedMD
@bandung_goid,nonperson,jawa barat dan banten,media,bandung_goid
@rshsbdg,nonperson,jawa barat dan banten,kesehatan,rshsbdg
@Bandung_Dinkes,nonperson,jawa barat dan banten,kesehatan,Bandung_Dinkes
@gembongITB,person,jawa barat dan banten,sains dan teknologi,gembongITB
@TajYasinMZ,person,jawa tengah dan yogyakarta,sosial kemasyarakatan,TajYasinMZ
@DinkominfoBlora,nonperson,jawa tengah dan yogyakarta,sosial kemasyarakatan,DinkominfoBlora
@disporaparjtg,nonperson,jawa tengah dan yogyakarta,sosial kemasyarakatan,disporaparjtg
@kominfo_jtg,nonperson,jawa tengah dan yogyakarta,sosial kemasyarakatan,kominfo_jtg
@rsudmargono,nonperson,jawa tengah dan yogyakarta,kesehatan,rsudmargono
@Rs_Tugurejo,nonperson,jawa tengah dan yogyakarta,kesehatan,Rs_Tugurejo
@AriefRohman_838,person,jawa tengah dan yogyakarta,sosial kemasyarakatan,AriefRohman_838
@desa_cibuyur,nonperson,jawa tengah dan yogyakarta,sosial kemasyarakatan,desa_cibuyur
@nurfmrembang,nonperson,jawa tengah dan yogyakarta,media,nurfmrembang
@WidyoLita,person,jawa tengah dan yogyakarta,pendidikan dan penelitian,WidyoLita
@wakilbupatipml,person,jawa tengah dan yogyakarta,sosial kemasyarakatan,wakilbupatipml
@Dodit_Mulyanto,person,jawa timur,hiburan,Dodit_Mulyanto
@KhofifahIP,person,jawa timur,sosial kemasyarakatan,KhofifahIP
@PemkotMalang,nonperson,jawa timur,sosial kemasyarakatan,PemkotMalang
@RTMCJatim,nonperson,jawa timur,media,RTMCJatim
@Mandala964FM,nonperson,jawa timur,media,Mandala964FM
@Sutiaj1,person,jawa timur,sosial kemasyarakatan,Sutiaj1
@NewsJatim,nonperson,jawa timur,hospitality & tourism,NewsJatim
@Diskes_KoMal,nonperson,jawa timur,kesehatan,Diskes_KoMal
@RRIMalang,nonperson,jawa timur,media,RRIMalang
@bpbd_malangkota,nonperson,jawa timur,sosial kemasyarakatan,bpbd_malangkota
@BpbdkabTuban,nonperson,jawa timur,sosial kemasyarakatan,BpbdkabTuban
@pmijabar,nonperson,jawa barat dan banten,kesehatan,pmijabar
@DPD_PDIP_JATENG,nonperson,jawa tengah dan yogyakarta,sosial kemasyarakatan,DPD_PDIP_JATENG
@infolistrikdjty,nonperson,jawa tengah dan yogyakarta,sosial kemasyarakatan,infolistrikdjty
@pkbjawatengah,nonperson,jawa tengah dan yogyakarta,sosial kemasyarakatan,pkbjawatengah
@ESDMJateng,nonperson,jawa tengah dan yogyakarta,sosial kemasyarakatan,ESDMJateng
@lpmpjateng,nonperson,jawa tengah dan yogyakarta,pendidikan dan penelitian,lpmpjateng
@bpbdjateng,nonperson,jawa tengah dan yogyakarta,sosial kemasyarakatan,bpbdjateng
@KPIDJateng,nonperson,jawa tengah dan yogyakarta,sosial kemasyarakatan,KPIDJateng
@PMIJawaTengah,nonperson,jawa tengah dan yogyakarta,kesehatan,PMIJawaTengah
@tvrijateng,nonperson,jawa tengah dan yogyakarta,media,tvrijateng
@bb_jateng,nonperson,jawa tengah dan yogyakarta,pendidikan dan penelitian,bb_jateng
@yusuf_ch,person,jawa tengah dan yogyakarta,sosial kemasyarakatan,yusuf_ch
@Sukirman_Kir,person,jawa tengah dan yogyakarta,sosial kemasyarakatan,Sukirman_Kir
@meliniacaca,person,jawa tengah dan yogyakarta,pendidikan dan penelitian,meliniacaca
@wijangsha,person,jawa tengah dan yogyakarta,pendidikan dan penelitian,wijangsha
@peransampingan,person,jawa tengah dan yogyakarta,pendidikan dan penelitian,peransampingan
@PemkabBadung,nonperson,bali dan nusa tenggara,sosial kemasyarakatan,PemkabBadung
@DenpasarKota,nonperson,bali dan nusa tenggara,sosial kemasyarakatan,DenpasarKota
@Beritabalicom,nonperson,bali dan nusa tenggara,media,Beritabalicom
@BASAbali,nonperson,bali dan nusa tenggara,pendidikan dan penelitian,BASAbali
@netijenbali,nonperson,bali dan nusa tenggara,hiburan,netijenbali
@mangku_pastika,person,bali dan nusa tenggara,sosial kemasyarakatan,mangku_pastika
@gustumurtika,person,bali dan nusa tenggara,pendidikan dan penelitian,gustumurtika
@ruslanwiryadi,person,bali dan nusa tenggara,seni,ruslanwiryadi
@claralistyaD,person,bali dan nusa tenggara,pendidikan dan penelitian,claralistyaD
@denpasarviral_,nonperson,bali dan nusa tenggara,media,denpasarviral_
@baliairports,nonperson,bali dan nusa tenggara,hospitality & tourism,baliairports
@nicsap,person,jabodetabek,hiburan,nicsap
@therealDiSastr,person,jabodetabek,hiburan,therealDiSastr
@jefrinichol,person,jabodetabek,hiburan,jefrinichol
@AdiniaWirasti,person,jabodetabek,hiburan,AdiniaWirasti
@AgathaChelsea18,person,jabodetabek,hiburan,AgathaChelsea18
@overheardjkt,nonperson,jabodetabek,hiburan,overheardjkt
@WyndhamJkt,nonperson,jabodetabek,hospitality & tourism,WyndhamJkt
@WhatsNewJakarta,nonperson,jabodetabek,hospitality & tourism,WhatsNewJakarta
@JakartaToday,nonperson,jabodetabek,media,JakartaToday
@1042mstrifm,nonperson,jabodetabek,media,1042mstrifm
@OZRadioJakarta,nonperson,jabodetabek,media,OZRadioJakarta
@jaan_indonesia,nonperson,jabodetabek,hobi,jaan_indonesia
@FSJakarta,nonperson,jabodetabek,hospitality & tourism,FSJakarta
@thejakartaglobe,nonperson,jabodetabek,media,thejakartaglobe
@NZinJakarta,nonperson,jabodetabek,sosial kemasyarakatan,NZinJakarta
@usembassyjkt,nonperson,jabodetabek,sosial kemasyarakatan,usembassyjkt
@ShangriLaJKT,nonperson,jabodetabek,hospitality & tourism,ShangriLaJKT
@htlborobudurjkt,nonperson,jabodetabek,hospitality & tourism,htlborobudurjkt
@LSPRJakarta,nonperson,jabodetabek,pendidikan dan penelitian,LSPRJakarta
@unescojakarta,nonperson,jabodetabek,sosial kemasyarakatan,unescojakarta
@PulseLabJakarta,nonperson,jabodetabek,sains dan teknologi,PulseLabJakarta
@FDCenter,nonperson,jabodetabek,seni,FDCenter
@AulaSimfoniaJkt,nonperson,jabodetabek,seni,AulaSimfoniaJkt
@KITLVJakarta,nonperson,jabodetabek,pendidikan dan penelitian,KITLVJakarta
@DonnaJCI_JKT,nonperson,jabodetabek,olahraga,DonnaJCI_JKT
@TheJKTMarathon,nonperson,jabodetabek,olahraga,TheJKTMarathon
@JakartaJS,nonperson,jabodetabek,sains dan teknologi,JakartaJS
@UtdIndonesiaJKT,nonperson,jabodetabek,olahraga,UtdIndonesiaJKT
@ruangrupa,nonperson,jabodetabek,seni,ruangrupa
@HardRockCafeJKT,nonperson,jabodetabek,ekonomi dan bisnis,HardRockCafeJKT
@walhisumut,nonperson,sumatera,hobi,walhisumut
@ldiisumbar,nonperson,sumatera,sosial kemasyarakatan,ldiisumbar
@BloggerSUMUT,nonperson,sumatera,hobi,BloggerSUMUT
@bpssumsel,nonperson,sumatera,sosial kemasyarakatan,bpssumsel
@hermanderu1967,person,sumatera,sosial kemasyarakatan,hermanderu1967
@bimautamajabar,nonperson,jawa barat dan banten,sosial kemasyarakatan,bimautamajabar
@satpolppjabar,nonperson,jawa barat dan banten,sosial kemasyarakatan,satpolppjabar
@humaspoldajbr,nonperson,jawa barat dan banten,sosial kemasyarakatan,humaspoldajbr
@BPBDJabar,nonperson,jawa barat dan banten,sosial kemasyarakatan,BPBDJabar
@himpaudijabar,nonperson,jawa barat dan banten,sosial kemasyarakatan,himpaudijabar
@SH_Jateng,nonperson,jawa tengah dan yogyakarta,hobi,SH_Jateng
@dt_djpjateng1,nonperson,jawa tengah dan yogyakarta,sosial kemasyarakatan,dt_djpjateng1
@BKKBN_Jateng,nonperson,jawa tengah dan yogyakarta,sosial kemasyarakatan,BKKBN_Jateng
@ForelPMIJateng,nonperson,jawa tengah dan yogyakarta,kesehatan,ForelPMIJateng
@dtlpoldajateng,nonperson,jawa tengah dan yogyakarta,sosial kemasyarakatan,dtlpoldajateng
@Kidholic_Blitar,nonperson,jawa timur,hobi,Kidholic_Blitar
@SmashblstJATIM,nonperson,jawa timur,hobi,SmashblstJATIM
@arlan_osa,person,jawa timur,ekonomi dan bisnis,arlan_osa
@mtf_jatim,nonperson,jawa timur,hospitality & tourism,mtf_jatim
@RescueJtm,nonperson,jawa timur,sosial kemasyarakatan,RescueJtm
@KomodoBajo,nonperson,bali dan nusa tenggara,hospitality & tourism,KomodoBajo
@kanimlabuanbajo,nonperson,bali dan nusa tenggara,sosial kemasyarakatan,kanimlabuanbajo
@GenpiLabuanBajo,nonperson,bali dan nusa tenggara,hospitality & tourism,GenpiLabuanBajo
@beachwalk_bali,nonperson,bali dan nusa tenggara,ekonomi dan bisnis,beachwalk_bali
@BaliNational,nonperson,bali dan nusa tenggara,olahraga,BaliNational
@HendRadianceBJM,nonperson,kalimantan,hobi,HendRadianceBJM
@bloggerkalsel,nonperson,kalimantan,hobi,bloggerkalsel
@kumhamkalsel,nonperson,kalimantan,sosial kemasyarakatan,kumhamkalsel
@BPBDKalsel,nonperson,kalimantan,sosial kemasyarakatan,BPBDKalsel
@habibmahdiyahya,person,kalimantan,sosial kemasyarakatan,habibmahdiyahya
@hi_sulsel,nonperson,sulawesi,sosial kemasyarakatan,hi_sulsel
@BatSulawesi,nonperson,sulawesi,hobi,BatSulawesi
@myXL_Sulawesi,nonperson,sulawesi,ekonomi dan bisnis,myXL_Sulawesi
@ipdnkampusulut,nonperson,sulawesi,pendidikan dan penelitian,ipdnkampusulut
@IPDNRegSulut,nonperson,sulawesi,pendidikan dan penelitian,IPDNRegSulut
@RajaAmpatBiz,nonperson,maluku dan papua,hospitality & tourism,RajaAmpatBiz
@letsgorajaampat,nonperson,maluku dan papua,hospitality & tourism,letsgorajaampat
@PrillversTTE,nonperson,maluku dan papua,hobi,PrillversTTE
@RRIPro2Ternate,nonperson,maluku dan papua,media,RRIPro2Ternate
@TernateTourism,nonperson,maluku dan papua,hospitality & tourism,TernateTourism
@JakartaEE,nonperson,jabodetabek,sains dan teknologi,JakartaEE
@PMIKabpkl,nonperson,jawa tengah dan yogyakarta,kesehatan,PMIKabpkl
@pmi_tangerangct,nonperson,jabodetabek,kesehatan,pmi_tangerangct
@pmijaktim,nonperson,jabodetabek,kesehatan,pmijaktim
@PMIBanjarmasin,nonperson,kalimantan,kesehatan,PMIBanjarmasin
@pmi_diy,nonperson,jawa tengah dan yogyakarta,kesehatan,pmi_diy
@UniversitasIBA,nonperson,sumatera,pendidikan dan penelitian,UniversitasIBA
@MDPcampus,nonperson,sumatera,pendidikan dan penelitian,MDPcampus
@HumasUntirta,nonperson,jawa barat dan banten,pendidikan dan penelitian,HumasUntirta
@JSCLab,nonperson,jabodetabek,sains dan teknologi,JSCLab
@ArtSwara,nonperson,jabodetabek,seni,ArtSwara
@SSD78,nonperson,jabodetabek,seni,SSD78
@ParamoreJakarta,nonperson,jabodetabek,hobi,ParamoreJakarta
@dscpindonesia,nonperson,jabodetabek,hobi,dscpindonesia
@achmadzaky,person,jabodetabek,ekonomi dan bisnis,achmadzaky
@HSBC_ID,nonperson,jabodetabek,ekonomi dan bisnis,HSBC_ID
@suwandi,person,jabodetabek,ekonomi dan bisnis,suwandi
@Pro2Jak,nonperson,jabodetabek,media,Pro2Jak
@FDCostume,nonperson,jabodetabek,ekonomi dan bisnis,FDCostume
@LensaOlahraga,nonperson,jabodetabek,olahraga,LensaOlahraga
@MetroTVOlahRaga,nonperson,jabodetabek,olahraga,MetroTVOlahRaga
@AnimalFriendsYK,nonperson,jawa tengah dan yogyakarta,hobi,AnimalFriendsYK
@orangutan_COP,nonperson,kalimantan,hobi,orangutan_COP
@enigmacamp,nonperson,jabodetabek,sains dan teknologi,enigmacamp
@binofficial_ri,nonperson,jabodetabek,sosial kemasyarakatan,binofficial_ri
@bnnpkaltara,nonperson,kalimantan,sosial kemasyarakatan,bnnpkaltara
@KemahasiswaanUI,nonperson,jabodetabek,pendidikan dan penelitian,KemahasiswaanUI
@txtdaridepok,nonperson,jabodetabek,hiburan,txtdaridepok
@LB_LIA_Depok,nonperson,jabodetabek,pendidikan dan penelitian,LB_LIA_Depok
@AbhiprayaTj,person,jabodetabek,seni,AbhiprayaTj
@albertusdev,person,jabodetabek,sains dan teknologi,albertusdev
@Alghi_01,person,jabodetabek,sains dan teknologi,Alghi_01
@iyoaden,person,jabodetabek,sains dan teknologi,iyoaden
@vsinatrya,person,jabodetabek,ekonomi dan bisnis,vsinatrya
@ShangriLaSUB,nonperson,jawa timur,hospitality & tourism,ShangriLaSUB
@DJFMSURABAYA,nonperson,jawa timur,hospitality & tourism,DJFMSURABAYA
@MercureSurabaya,nonperson,jawa timur,hospitality & tourism,MercureSurabaya
@CiputraWorldSby,nonperson,jawa timur,ekonomi dan bisnis,CiputraWorldSby
@JWMarriottSby,nonperson,jawa timur,hospitality & tourism,JWMarriottSby
@FederasiFutsal,nonperson,jabodetabek,olahraga,FederasiFutsal
@FASILKOM_UI,nonperson,jabodetabek,sains dan teknologi,FASILKOM_UI
@IrfanBachdim10,person,jabodetabek,olahraga,IrfanBachdim10
@BaliUtd,nonperson,bali dan nusa tenggara,olahraga,BaliUtd
@blfc_id,nonperson,sumatera,olahraga,blfc_id
@PSBaritoPutera,nonperson,kalimantan,olahraga,PSBaritoPutera
@teaterkoma,nonperson,jabodetabek,seni,teaterkoma
@JakArtsCouncil,nonperson,jabodetabek,seni,JakArtsCouncil
@salihara,nonperson,jabodetabek,seni,salihara
@artjog,nonperson,jawa tengah dan yogyakarta,seni,artjog
@infoFKY,nonperson,jawa tengah dan yogyakarta,seni,infoFKY
@LNbutetholic,nonperson,jabodetabek,olahraga,LNbutetholic
@syabdaperkasa,person,jabodetabek,olahraga,syabdaperkasa
@PBDjarum,nonperson,jabodetabek,olahraga,PBDjarum
@HotelMulia,nonperson,jabodetabek,hospitality & tourism,HotelMulia
@FSBali,nonperson,bali dan nusa tenggara,hospitality & tourism,FSBali
@HiltonBandung,nonperson,jawa barat dan banten,hospitality & tourism,HiltonBandung
@alysyarief,person,jabodetabek,hiburan,alysyarief
@Hiromitsuharada,person,jabodetabek,hobi,Hiromitsuharada
@ThePapandayan,nonperson,jawa barat dan banten,hospitality & tourism,ThePapandayan
@yogyes,nonperson,jawa tengah dan yogyakarta,hospitality & tourism,yogyes
@Hanungbramantyo,person,jawa tengah dan yogyakarta,hiburan,Hanungbramantyo
@CenayangFilm,nonperson,jabodetabek,hiburan,CenayangFilm
@yan_widjaya,person,jabodetabek,hiburan,yan_widjaya
@bumilangitcom,nonperson,jabodetabek,hiburan,bumilangitcom
@BEMUI_Official,nonperson,jabodetabek,sosial kemasyarakatan,BEMUI_Official
@KM_ITB,nonperson,jawa barat dan banten,sosial kemasyarakatan,KM_ITB
@bemkm_ugm,nonperson,jawa tengah dan yogyakarta,sosial kemasyarakatan,bemkm_ugm
@EM_UBOfficial,nonperson,jawa timur,sosial kemasyarakatan,EM_UBOfficial
@bemkmunand,nonperson,sumatera,sosial kemasyarakatan,bemkmunand
@BEM_Udayana,nonperson,bali dan nusa tenggara,sosial kemasyarakatan,BEM_Udayana
@bemkmunmul,nonperson,kalimantan,sosial kemasyarakatan,bemkmunmul
@BEMUnhas,nonperson,sulawesi,sosial kemasyarakatan,BEMUnhas
@bemfhunpatti,nonperson,maluku dan papua,sosial kemasyarakatan,bemfhunpatti
@arkavidia,nonperson,jawa barat dan banten,sains dan teknologi,arkavidia
@jointsugm,nonperson,jawa tengah dan yogyakarta,sains dan teknologi,jointsugm
@LBHLSMLIRA,nonperson,jabodetabek,sosial kemasyarakatan,LBHLSMLIRA
@lirajtm,nonperson,jawa timur,sosial kemasyarakatan,lirajtm
@REDAKSIPERWIRA,nonperson,jabodetabek,media,REDAKSIPERWIRA
@PolrestabesSby,nonperson,jawa timur,sosial kemasyarakatan,PolrestabesSby
@Youthssfm,nonperson,jawa timur,media,Youthssfm
@fahiraidris,person,jabodetabek,sosial kemasyarakatan,fahiraidris
@IrhamMaulidy,person,jawa timur,sosial kemasyarakatan,IrhamMaulidy
@indonesiana,nonperson,jabodetabek,media,indonesiana
@drtiwi,person,jabodetabek,kesehatan,drtiwi
@dr_dip,person,jabodetabek,kesehatan,dr_dip
@PurnawanSenoaji,person,jabodetabek,kesehatan,PurnawanSenoaji
@dr_Aldi18,person,jawa timur,kesehatan,dr_Aldi18
@dr_irzan,person,jabodetabek,kesehatan,dr_irzan
@TrafficJakarta,person,jabodetabek,media,TrafficJakarta
@gen987fm,person,jabodetabek,media,gen987fm
@BekrafID,nonperson,jabodetabek,ekonomi dan bisnis,BekrafID
@Triawan,person,jabodetabek,ekonomi dan bisnis,Triawan
@IAImudajatim,nonperson,jawa timur,ekonomi dan bisnis,IAImudajatim
@SoyMpieth,person,jawa timur,ekonomi dan bisnis,SoyMpieth
@iaeiindonesia,nonperson,jabodetabek,ekonomi dan bisnis,iaeiindonesia
@alsinkan_kkp,nonperson,jabodetabek,sains dan teknologi,alsinkan_kkp
@Riset_Denpasar,nonperson,bali dan nusa tenggara,sains dan teknologi,Riset_Denpasar
@RISET_PALEMBANG,nonperson,sumatera,sains dan teknologi,RISET_PALEMBANG
@ptabpptri,nonperson,jabodetabek,sains dan teknologi,ptabpptri
@pojokpendidikan,nonperson,jawa barat dan banten,pendidikan dan penelitian,pojokpendidikan
@gurukreatif,person,jabodetabek,pendidikan dan penelitian,gurukreatif
@ppk_lipi,nonperson,jabodetabek,pendidikan dan penelitian,ppk_lipi
@LPEMFEBUI,nonperson,jabodetabek,pendidikan dan penelitian,LPEMFEBUI
@SMERUInstitute,nonperson,jabodetabek,pendidikan dan penelitian,SMERUInstitute
@Madrid_IndoPWT,nonperson,jawa tengah dan yogyakarta,hobi,Madrid_IndoPWT
@IndoHarryPotter,nonperson,jabodetabek,hobi,IndoHarryPotter
@KomunitasAleut,nonperson,jawa barat dan banten,hobi,KomunitasAleut
@Bekasiberkebun,nonperson,jawa barat dan banten,hobi,Bekasiberkebun
